Survived,Pclass,Age,SibSp,Parch,Fare,HasCabin,Embarked_C,Embarked_Q,Embarked_S,Sex_LabelEnc,Fare_log
0,3,36.0,1,1,24.15,0,0,0,1,1,3.224857896545748
0,3,49.0,0,0,0.0,0,0,0,1,1,0.0
1,1,49.0,1,0,56.9292,1,1,0,0,1,4.0592215752427645
1,2,24.0,2,1,27.0,0,0,0,1,0,3.332204510175204
0,3,44.0,0,0,8.05,0,0,0,1,1,2.2027647577118348
1,1,35.0,0,0,26.55,0,1,0,0,1,3.3160025355989236
0,3,36.0,1,0,15.55,0,0,0,1,1,2.806386101823072
0,3,30.0,0,0,7.8958,0,0,0,1,1,2.1855792552411137
1,1,27.0,0,0,30.5,0,0,0,1,1,3.449987545831587
1,2,22.0,1,2,41.5792,0,1,0,0,0,3.7513658711253766
0,3,39.0,1,5,31.275,0,0,0,1,0,3.4742929367327062
0,3,35.0,0,0,8.05,0,0,0,1,1,2.2027647577118348
1,2,24.0,1,2,65.0,0,0,0,1,0,4.189654742026425
0,3,34.0,1,1,14.4,0,0,0,1,1,2.7343675094195836
0,3,26.0,1,0,16.1,0,0,0,1,0,2.8390784635086144
1,2,4.0,2,1,39.0,1,0,0,1,0,3.6888794541139363
0,2,26.0,0,0,10.5,0,0,0,1,1,2.4423470353692043
0,3,27.0,1,0,14.4542,0,1,0,0,1,2.737880811060884
1,1,42.0,1,0,52.5542,1,0,0,1,1,3.9806942251907276
1,3,20.0,1,1,15.7417,0,1,0,0,1,2.817902613071225
0,3,21.0,0,0,7.8542,0,0,0,1,1,2.180891922715322
0,3,21.0,0,0,16.1,0,0,0,1,1,2.8390784635086144
0,1,61.0,0,0,32.3208,1,0,0,1,1,3.5061818266142577
0,2,57.0,0,0,12.35,0,0,1,0,1,2.5915163848462583
0,3,26.0,0,0,7.8958,0,0,0,1,1,2.1855792552411137
0,3,51.0,0,0,7.0542,0,0,0,1,1,2.086193694502369
1,1,32.0,0,0,30.5,1,1,0,0,1,3.449987545831587
0,3,9.0,3,2,27.9,0,0,0,1,0,3.3638415951183864
1,2,28.0,0,0,13.0,0,0,0,1,0,2.6390573296152584
0,3,32.0,0,0,7.925,0,0,0,1,1,2.188856327665703
0,2,31.0,1,1,26.25,0,0,0,1,1,3.305053521109253
0,3,41.0,0,5,39.6875,0,0,0,1,0,3.705920919968788
0,3,20.0,0,0,7.8542,0,0,0,1,1,2.180891922715322
1,1,24.0,0,0,69.3,1,1,0,0,0,4.252771798816619
0,3,2.0,3,2,27.9,0,0,0,1,0,3.3638415951183864
1,3,0.75,2,1,19.2583,0,1,0,0,0,3.0085645861193133
0,3,19.0,0,0,7.8958,0,0,0,1,1,2.1855792552411137
1,1,56.0,0,0,35.5,1,1,0,0,1,3.597312260588446
1,3,23.0,0,0,7.55,0,0,0,1,0,2.145931282948669
1,2,18.0,0,1,23.0,0,0,0,1,0,3.1780538303479458
0,3,21.0,0,0,8.4333,0,0,0,1,1,2.2442459824059346
0,3,18.0,0,0,6.75,0,0,1,0,0,2.0476928433652555
0,3,32.0,1,1,15.5,0,0,1,0,0,2.803360380906535
0,2,23.0,0,0,13.0,0,0,0,1,1,2.6390573296152584
0,3,40.0,0,0,7.225,0,1,0,0,1,2.1071782966514356
0,1,47.0,0,0,25.5875,1,0,0,1,1,3.2804411805263554
0,3,36.0,0,0,7.4958,0,0,0,1,1,2.139571923732859
1,3,20.0,1,0,7.925,0,0,0,1,1,2.188856327665703
0,2,25.0,0,0,13.0,0,0,0,1,1,2.6390573296152584
0,3,43.0,0,0,8.05,0,0,0,1,1,2.2027647577118348
1,2,40.0,1,1,39.0,0,0,0,1,0,3.6888794541139363
0,1,31.0,1,0,52.0,1,0,0,1,1,3.970291913552122
1,2,31.0,0,0,13.0,0,0,0,1,1,2.6390573296152584
0,3,18.0,0,0,7.775,0,0,0,1,1,2.1719067693519296
0,3,24.5,0,0,8.05,0,0,0,1,1,2.2027647577118348
1,3,18.0,0,0,9.8417,0,0,0,1,0,2.3833998102837652
0,3,43.0,1,6,46.9,0,0,0,1,0,3.8691155044168695
0,3,20.0,0,0,9.225,0,0,0,1,1,2.3248357019288655
0,3,14.0,5,2,46.9,0,0,0,1,1,3.8691155044168695
0,2,60.0,1,1,39.0,0,0,0,1,1,3.6888794541139363
0,2,25.0,1,2,41.5792,0,1,0,0,1,3.7513658711253766
0,3,14.0,4,1,39.6875,0,0,0,1,1,3.705920919968788
0,3,19.0,0,0,10.1708,0,0,0,1,1,2.4133032309283076
0,3,18.0,0,0,7.7958,0,0,0,1,1,2.174274334826008
1,1,31.0,1,0,57.0,1,0,0,1,1,4.060443010546419
1,3,4.0,0,1,13.4167,0,1,0,0,0,2.668387256845834
0,3,25.0,0,0,7.225,0,1,0,0,1,2.1071782966514356
0,1,60.0,0,0,26.55,0,0,0,1,1,3.3160025355989236
0,2,52.0,0,0,13.5,0,0,0,1,1,2.6741486494265287
0,3,44.0,0,0,8.05,0,0,0,1,1,2.2027647577118348
0,3,42.0,0,0,7.65,1,0,0,1,1,2.157559320943788
1,1,35.0,0,0,26.2875,1,0,0,1,1,3.3064287218760624
0,3,18.0,0,1,14.4542,0,1,0,0,0,2.737880811060884
0,3,25.0,0,0,7.7417,0,0,1,0,1,2.1681046787623672
0,3,26.0,1,0,7.8542,0,0,0,1,1,2.180891922715322
0,2,39.0,0,0,26.0,0,0,0,1,1,3.295836866004329
1,2,45.0,0,0,13.5,0,0,0,1,0,2.6741486494265287
1,1,42.0,0,0,26.2875,1,0,0,1,1,3.3064287218760624
1,1,24.0,0,0,49.5042,1,1,0,0,0,3.922056501139853
1,1,48.0,1,0,52.0,1,0,0,1,1,3.970291913552122
0,3,29.0,0,0,9.4833,0,0,0,1,1,2.3497835148230464
0,2,52.0,0,0,13.0,0,0,0,1,1,2.6390573296152584
0,3,19.0,0,0,7.65,1,0,0,1,1,2.157559320943788
1,2,27.0,0,0,10.5,1,0,0,1,0,2.4423470353692043
0,3,33.0,0,0,7.775,0,0,0,1,1,2.1719067693519296
1,2,6.0,0,1,33.0,0,0,0,1,0,3.5263605246161616
0,3,17.0,1,0,7.0542,0,0,0,1,1,2.086193694502369
0,2,34.0,0,0,13.0,0,0,0,1,1,2.6390573296152584
0,2,50.0,0,0,13.0,0,0,0,1,1,2.6390573296152584
1,1,27.0,1,0,53.1,1,0,0,1,1,3.9908341858524357
0,3,20.0,0,0,8.6625,0,0,0,1,1,2.2682524139135403
1,2,30.0,3,0,21.0,0,0,0,1,0,3.091042453358316
0,2,25.0,1,0,26.0,0,0,0,1,1,3.295836866004329
0,3,25.0,1,0,7.925,0,0,0,1,0,2.188856327665703
0,3,11.0,0,0,18.7875,0,1,0,0,1,2.9850504252071306
0,2,23.0,0,0,13.0,0,0,0,1,1,2.6390573296152584
0,2,23.0,0,0,13.0,0,0,0,1,1,2.6390573296152584
0,3,28.5,0,0,16.1,0,0,0,1,1,2.8390784635086144
0,3,48.0,1,3,34.375,0,0,0,1,0,3.5660053559634015
0,3,24.0,1,0,16.1,0,0,0,1,1,2.8390784635086144
1,3,31.0,0,0,7.925,0,0,0,1,1,2.188856327665703
0,3,16.0,1,1,20.25,0,0,0,1,1,3.056356895370426
1,2,30.0,0,0,13.0,0,0,0,1,0,2.6390573296152584
0,1,19.0,1,0,53.1,1,0,0,1,1,3.9908341858524357
0,3,31.0,0,0,7.75,0,0,1,0,1,2.169053700369523
1,2,4.0,1,1,23.0,0,0,0,1,0,3.1780538303479458
1,3,6.0,0,1,12.475,1,0,0,1,1,2.600836116795061
0,3,33.0,0,0,9.5,0,0,0,1,1,2.3513752571634776
0,3,23.0,0,0,7.8958,0,0,0,1,1,2.1855792552411137
1,2,48.0,1,2,65.0,0,0,0,1,0,4.189654742026425
1,2,0.67,1,1,14.5,0,0,0,1,1,2.740840023925201
0,3,28.0,0,0,7.7958,0,0,0,1,1,2.174274334826008
0,2,18.0,0,0,11.5,0,0,0,1,1,2.5257286443082556
0,3,34.0,0,0,8.05,0,0,0,1,1,2.2027647577118348
0,3,41.0,0,0,7.125,0,0,0,1,1,2.094945728215801
1,3,20.0,0,0,7.2292,0,1,0,0,1,2.1076888046179385
0,3,16.0,0,0,7.775,0,0,0,1,1,2.1719067693519296
0,3,30.5,0,0,7.75,0,0,1,0,0,2.169053700369523
0,3,32.0,0,0,8.3625,0,0,0,1,1,2.236712348843338
0,3,24.0,0,0,9.5,0,0,0,1,1,2.3513752571634776
0,3,48.0,0,0,7.8542,0,0,0,1,1,2.180891922715322
0,2,57.0,0,0,10.5,1,0,0,1,0,2.4423470353692043
1,2,54.0,1,3,23.0,0,0,0,1,0,3.1780538303479458
0,3,18.0,0,0,7.75,0,0,0,1,1,2.169053700369523
1,3,5.0,0,0,12.475,0,0,0,1,0,2.600836116795061
1,3,13.0,0,0,7.2292,0,1,0,0,0,2.1076888046179385
1,1,17.0,1,0,57.0,1,0,0,1,0,4.060443010546419
0,1,29.0,0,0,30.0,1,0,0,1,1,3.4339872044851463
0,3,25.0,0,0,7.05,0,0,0,1,1,2.0856720914304723
0,3,25.0,0,0,7.25,0,0,0,1,1,2.1102132003465894
1,3,18.0,0,0,7.4958,0,0,0,1,0,2.139571923732859
0,3,8.0,4,1,29.125,0,0,1,0,1,3.405355391810819
1,3,1.0,1,2,20.575,0,0,0,1,1,3.0715352369694915
0,2,16.0,0,0,26.0,0,0,0,1,1,3.295836866004329
0,3,25.0,0,0,7.8958,0,0,0,1,1,2.1855792552411137
0,2,39.0,0,0,13.0,0,0,0,1,1,2.6390573296152584
1,1,49.0,0,0,25.9292,1,0,0,1,0,3.2932111997353943
1,3,31.0,0,0,8.6833,0,0,0,1,0,2.270402752283094
0,3,30.0,0,0,7.2292,0,1,0,0,1,2.1076888046179385
0,3,30.0,1,1,24.15,0,0,0,1,0,3.224857896545748
0,2,34.0,0,0,13.0,0,0,0,1,1,2.6390573296152584
1,2,31.0,1,1,26.25,0,0,0,1,0,3.305053521109253
1,3,0.42,0,1,8.5167,0,1,0,0,1,2.2530481500547457
1,3,27.0,0,0,6.975,0,0,0,1,1,2.076311648670908
0,3,31.0,0,0,7.775,0,0,0,1,1,2.1719067693519296
0,1,39.0,0,0,0.0,1,0,0,1,1,0.0
0,3,18.0,0,0,7.775,0,0,0,1,0,2.1719067693519296
0,2,39.0,0,0,13.0,0,0,0,1,1,2.6390573296152584
1,1,33.0,1,0,53.1,1,0,0,1,0,3.9908341858524357
0,3,26.0,0,0,7.8875,0,0,0,1,1,2.184645795129359
0,3,39.0,0,0,24.15,0,0,0,1,1,3.224857896545748
0,2,35.0,0,0,10.5,0,0,0,1,1,2.4423470353692043
0,3,6.0,4,2,31.275,0,0,0,1,0,3.4742929367327062
0,3,30.5,0,0,8.05,0,0,0,1,1,2.2027647577118348
0,3,23.0,0,0,7.925,0,0,0,1,0,2.188856327665703
0,2,31.0,1,1,37.0042,0,1,0,0,1,3.637696679934592
0,3,43.0,0,0,6.45,0,0,0,1,1,2.0082140323914683
0,3,10.0,3,2,27.9,0,0,0,1,1,3.3638415951183864
1,3,27.0,0,0,8.6625,0,0,0,1,1,2.2682524139135403
0,1,38.0,0,0,0.0,0,0,0,1,1,0.0
1,3,27.0,0,1,12.475,1,0,0,1,0,2.600836116795061
0,3,2.0,4,1,39.6875,0,0,0,1,1,3.705920919968788
1,2,1.0,0,2,37.0042,0,1,0,0,1,3.637696679934592
1,3,15.0,1,0,14.4542,0,1,0,0,0,2.737880811060884
1,2,0.83,1,1,18.75,0,0,0,1,1,2.9831534913471307
0,3,23.0,0,0,7.8542,0,0,0,1,1,2.180891922715322
0,3,18.0,0,0,8.3,0,0,0,1,1,2.2300144001592104
0,3,21.0,0,0,8.6625,0,0,0,1,1,2.2682524139135403
1,3,32.0,0,0,56.4958,0,0,0,1,1,4.05171190165724
0,3,20.0,0,0,7.925,0,0,0,1,1,2.188856327665703
0,2,16.0,0,0,10.5,0,0,0,1,1,2.4423470353692043
1,1,30.0,0,0,31.0,0,1,0,0,0,3.4657359027997265
0,3,34.5,0,0,6.4375,0,1,0,0,1,2.006534770871748
0,3,17.0,0,0,8.6625,0,0,0,1,1,2.2682524139135403
0,3,42.0,0,0,7.55,0,0,0,1,1,2.145931282948669
0,3,35.0,0,0,7.8958,0,1,0,0,1,2.1855792552411137
0,2,28.0,0,1,33.0,0,0,0,1,1,3.5263605246161616
0,3,4.0,4,2,31.275,0,0,0,1,1,3.4742929367327062
0,3,9.0,1,1,15.2458,0,1,0,0,0,2.7878344138303452
1,1,16.0,0,1,39.4,1,0,0,1,0,3.6988297849671046
0,2,44.0,1,0,26.0,0,0,0,1,0,3.295836866004329
1,3,18.0,0,1,9.35,0,0,0,1,0,2.336986519711378
1,1,51.0,0,0,26.55,1,0,0,1,1,3.3160025355989236
1,3,24.0,0,3,19.2583,0,1,0,0,0,3.0085645861193133
0,3,41.0,2,0,14.1083,0,0,0,1,1,2.7152442616824506
0,2,21.0,1,0,11.5,0,0,0,1,1,2.5257286443082556
1,1,48.0,0,0,25.9292,1,0,0,1,0,3.2932111997353943
0,2,24.0,0,0,13.0,0,0,0,1,1,2.6390573296152584
1,2,42.0,0,0,13.0,0,0,0,1,0,2.6390573296152584
1,2,27.0,1,0,13.8583,0,1,0,0,0,2.698558631668595
0,1,31.0,0,0,50.4958,1,0,0,1,1,3.941500250945973
1,3,4.0,1,1,11.1333,0,0,0,1,1,2.495953738718064
0,3,26.0,0,0,7.8958,0,0,0,1,1,2.1855792552411137
1,1,47.0,1,1,52.5542,1,0,0,1,0,3.9806942251907276
0,1,33.0,0,0,5.0,1,0,0,1,1,1.791759469228055
0,3,47.0,0,0,9.0,0,0,0,1,1,2.302585092994046
1,2,28.0,1,0,24.0,0,1,0,0,0,3.2188758248682006
1,3,15.0,0,0,7.225,0,1,0,0,0,2.1071782966514356
0,3,20.0,0,0,9.8458,0,0,0,1,1,2.3837779082709782
0,3,19.0,0,0,7.8958,0,0,0,1,1,2.1855792552411137
1,2,25.0,0,1,26.0,0,0,0,1,0,3.295836866004329
0,3,33.0,0,0,7.8958,0,0,0,1,1,2.1855792552411137
0,3,22.0,0,0,10.5167,0,0,0,1,0,2.4437981558973862
0,2,28.0,0,0,10.5,0,0,0,1,1,2.4423470353692043
0,3,25.0,0,0,7.05,0,0,0,1,1,2.0856720914304723
0,3,39.0,0,5,29.125,0,0,1,0,0,3.405355391810819
0,2,27.0,0,0,13.0,0,0,0,1,1,2.6390573296152584
1,1,19.0,0,0,30.0,1,0,0,1,0,3.4339872044851463
1,1,26.0,0,0,30.0,1,1,0,0,1,3.4339872044851463
0,3,32.0,0,0,7.75,0,0,1,0,1,2.169053700369523
